Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return
1965-02-10,1248.6099853515625,1248.6099853515625,1248.6099853515625,1248.6099853515625,0,-0.0024527580752549127,-0.0024557710140243557
1965-02-12,1257.93994140625,1257.93994140625,1257.93994140625,1257.93994140625,0,0.007472274100114973,0.007444494956424541
1965-02-15,1249.5,1249.5,1249.5,1249.5,0,-0.006709335738886657,-0.0067319445152402265
1965-02-16,1247.010009765625,1247.010009765625,1247.010009765625,1247.010009765625,0,-0.0019927893032213317,-0.0019947775497015127
1965-02-17,1237.0799560546875,1237.0799560546875,1237.0799560546875,1237.0799560546875,0,-0.007963090619299673,-0.007994965352432593
1965-02-18,1241.4100341796875,1241.4100341796875,1241.4100341796875,1241.4100341796875,0,0.003500241115222291,0.003494129528489287
1965-02-19,1237.3499755859375,1237.3499755859375,1237.3499755859375,1237.3499755859375,0,-0.0032705218114600365,-0.0032758816574390416
1965-02-22,1224.8199462890625,1224.8199462890625,1224.8199462890625,1224.8199462890625,0,-0.010126503854288704,-0.0101781256892734
1965-02-23,1223.5899658203125,1223.5899658203125,1223.5899658203125,1223.5899658203125,0,-0.001004213290677236,-0.0010047178506626677
1965-02-24,1219.0999755859375,1219.0999755859375,1219.0999755859375,1219.0999755859375,0,-0.003669521947546217,-0.0036762711591869783
1965-02-25,1216.7099609375,1216.7099609375,1216.7099609375,1216.7099609375,0,-0.0019604746914122506,-0.001962398937288284
1965-02-26,1213.0699462890625,1213.0699462890625,1213.0699462890625,1213.0699462890625,0,-0.002991686404566596,-0.0029961704437975415
1965-03-01,1206.47998046875,1206.47998046875,1206.47998046875,1206.47998046875,0,-0.00543246977676104,-0.005447279299908096
1965-03-02,1202.5400390625,1202.5400390625,1202.5400390625,1202.5400390625,0,-0.0032656500481004214,-0.003270993920535213
1965-03-03,1207.8199462890625,1207.8199462890625,1207.8199462890625,1207.8199462890625,0,0.004390629047726913,0.004381018357059136
1965-03-04,1213.030029296875,1213.030029296875,1213.030029296875,1213.030029296875,0,0.004313625572934132,0.00430434855895086
1965-03-05,1209.6400146484375,1209.6400146484375,1209.6400146484375,1209.6400146484375,0,-0.00279466671604367,-0.0027985790879543624
1965-03-08,1190.97998046875,1190.97998046875,1190.97998046875,1190.97998046875,0,-0.015426105249263578,-0.015546325567585097
1965-03-09,1178.4300537109375,1178.4300537109375,1178.4300537109375,1178.4300537109375,0,-0.010537479188250543,-0.01059339155251928
1965-03-10,1173.3399658203125,1173.3399658203125,1173.3399658203125,1173.3399658203125,0,-0.004319380581474519,-0.004328736055399305
1965-03-11,1164.6300048828125,1164.6300048828125,1164.6300048828125,1164.6300048828125,0,-0.007423220201495995,-0.007450909414429244
1965-03-12,1175.8599853515625,1175.8599853515625,1175.8599853515625,1175.8599853515625,0,0.00964253060771858,0.009596338113763099
1965-03-15,1188.489990234375,1188.489990234375,1188.489990234375,1188.489990234375,0,0.010741078904080936,0.010683803285674639
1965-03-16,1181.219970703125,1181.219970703125,1181.219970703125,1181.219970703125,0,-0.0061170220960937716,-0.00613580772299807
1965-03-17,1175.800048828125,1175.800048828125,1175.800048828125,1175.800048828125,0,-0.004588410295648604,-0.004598969362102644
1965-03-18,1182.68994140625,1182.68994140625,1182.68994140625,1182.68994140625,0,0.005859748504851492,0.0058426469532544935
1965-03-19,1175.8800048828125,1175.8800048828125,1175.8800048828125,1175.8800048828125,0,-0.005758006629649981,-0.005774647860782692
1965-03-23,1167.7900390625,1167.7900390625,1167.7900390625,1167.7900390625,0,-0.006879924640880941,-0.006903700435615751
1965-03-24,1157.050048828125,1157.050048828125,1157.050048828125,1157.050048828125,0,-0.009196850354193042,-0.009239402480375457
1965-03-25,1157.0699462890625,1157.0699462890625,1157.0699462890625,1157.0699462890625,0,1.7196715870415602e-05,1.7196568008592393e-05
1965-03-26,1162.77001953125,1162.77001953125,1162.77001953125,1162.77001953125,0,0.004926299624727681,0.00491420511525271
1965-03-29,1188.7900390625,1188.7900390625,1188.7900390625,1188.7900390625,0,0.022377614742543406,0.02213090958780712
1965-03-30,1139.800048828125,1139.800048828125,1139.800048828125,1139.800048828125,0,-0.04120996023234624,-0.042083164703177245
1965-03-31,1132.77001953125,1132.77001953125,1132.77001953125,1132.77001953125,0,-0.006167774167146978,-0.006186873460150782
1965-04-01,1127.5799560546875,1127.5799560546875,1127.5799560546875,1127.5799560546875,0,-0.004581745091303047,-0.00459227345650969
1965-04-02,1128.5699462890625,1128.5699462890625,1128.5699462890625,1128.5699462890625,0,0.0008779778578531516,0.0008775926607402472
1965-04-05,1124.449951171875,1124.449951171875,1124.449951171875,1124.449951171875,0,-0.0036506333796454404,-0.0036573132036961968
1965-04-06,1154.3900146484375,1154.3900146484375,1154.3900146484375,1154.3900146484375,0,0.02662640826775764,0.02627809482232427
1965-04-07,1159.97998046875,1159.97998046875,1159.97998046875,1159.97998046875,0,0.0048423546196516565,0.004830668132080483
1965-04-08,1183.1199951171875,1183.1199951171875,1183.1199951171875,1183.1199951171875,0,0.0199486327678573,0.0197522659965583
1965-04-09,1180.5699462890625,1180.5699462890625,1180.5699462890625,1180.5699462890625,0,-0.0021553594214021032,-0.0021576855515518753
1965-04-12,1163.0,1163.0,1163.0,1163.0,0,-0.014882596617244781,-0.014994453661232868
1965-04-13,1149.4100341796875,1149.4100341796875,1149.4100341796875,1149.4100341796875,0,-0.011685267257362408,-0.01175407655474231
1965-04-14,1142.22998046875,1142.22998046875,1142.22998046875,1142.22998046875,0,-0.0062467296242648684,-0.006266322074874559
1965-04-15,1161.72998046875,1161.72998046875,1161.72998046875,1161.72998046875,0,0.01707186847958364,0.01692778170785198
1965-04-16,1148.2099609375,1148.2099609375,1148.2099609375,1148.2099609375,0,-0.011637833023638411,-0.011706082637537281
1965-04-19,1136.1300048828125,1136.1300048828125,1136.1300048828125,1136.1300048828125,0,-0.010520685646050576,-0.01057641930815924
1965-04-20,1131.1700439453125,1131.1700439453125,1131.1700439453125,1131.1700439453125,0,-0.004365663186592483,-0.00437522052033184
1965-04-21,1119.8599853515625,1119.8599853515625,1119.8599853515625,1119.8599853515625,0,-0.009998548542094143,-0.010048869735479369
1965-04-22,1144.550048828125,1144.550048828125,1144.550048828125,1144.550048828125,0,0.022047455752971956,0.021807924904038215
1965-04-23,1133.300048828125,1133.300048828125,1133.300048828125,1133.300048828125,0,-0.009829190092227602,-0.009877815475621506
1965-04-26,1144.219970703125,1144.219970703125,1144.219970703125,1144.219970703125,0,0.009635508165989792,0.009589382715255343
1965-04-27,1150.0799560546875,1150.0799560546875,1150.0799560546875,1150.0799560546875,0,0.005121380068171311,0.005108310405417703
1965-04-28,1171.06005859375,1171.06005859375,1171.06005859375,1171.06005859375,0,0.01824229909286834,0.01807790463329643
1965-04-30,1176.6400146484375,1176.6400146484375,1176.6400146484375,1176.6400146484375,0,0.004764876074236701,0.004753559984508191
1965-05-06,1163.510009765625,1163.510009765625,1163.510009765625,1163.510009765625,0,-0.011158897130262524,-0.011221624706431054
1965-05-07,1162.6300048828125,1162.6300048828125,1162.6300048828125,1162.6300048828125,0,-0.0007563363232171438,-0.0007566224898352893
1965-05-10,1162.5,1162.5,1162.5,1162.5,0,-0.00011181965222517576,-0.00011182590450857742
1965-05-11,1163.8699951171875,1163.8699951171875,1163.8699951171875,1163.8699951171875,0,0.0011784904233871352,0.0011777965486444496
1965-05-12,1157.1700439453125,1157.1700439453125,1157.1700439453125,1157.1700439453125,0,-0.005756614742182142,-0.0057732479133827275
1965-05-13,1159.8599853515625,1159.8599853515625,1159.8599853515625,1159.8599853515625,0,0.0023245861058402983,0.0023218884353945366
1965-05-14,1150.469970703125,1150.469970703125,1150.469970703125,1150.469970703125,0,-0.008095817397814065,-0.008128766481154364
1965-05-17,1149.0,1149.0,1149.0,1149.0,0,-0.0012777132307300043,-0.0012785302022576966
1965-05-18,1147.25,1147.25,1147.25,1147.25,0,-0.001523063533507396,-0.001524224573812795
1965-05-19,1140.7900390625,1140.7900390625,1140.7900390625,1140.7900390625,0,-0.005630822346916586,-0.005646735190110776
1965-05-20,1141.22998046875,1141.22998046875,1141.22998046875,1141.22998046875,0,0.00038564625495118854,0.00038557191254684204
1965-05-21,1142.68994140625,1142.68994140625,1142.68994140625,1142.68994140625,0,0.0012792872273652556,0.0012784696366748053
1965-05-24,1133.6300048828125,1133.6300048828125,1133.6300048828125,1133.6300048828125,0,-0.007928604422900443,-0.007960202939194838
1965-05-25,1124.8299560546875,1124.8299560546875,1124.8299560546875,1124.8299560546875,0,-0.007762716927234736,-0.007793003654288183
1965-05-26,1117.6600341796875,1117.6600341796875,1117.6600341796875,1117.6600341796875,0,-0.006374227354460138,-0.0063946294864052336
1965-05-27,1101.0,1101.0,1101.0,1101.0,0,-0.014906173317644988,-0.015018386831485434
1965-05-28,1081.510009765625,1081.510009765625,1081.510009765625,1081.510009765625,0,-0.01770208014021346,-0.017860635925680386
1965-05-31,1096.5999755859375,1096.5999755859375,1096.5999755859375,1096.5999755859375,0,0.013952682530957494,0.013856239909531779
1965-06-01,1092.8499755859375,1092.8499755859375,1092.8499755859375,1092.8499755859375,0,-0.003419660845784933,-0.003425521250146215
1965-06-02,1119.260009765625,1119.260009765625,1119.260009765625,1119.260009765625,0,0.02416620283632942,0.02387882090423872
1965-06-03,1131.3199462890625,1131.3199462890625,1131.3199462890625,1131.3199462890625,0,0.0107749195166571,0.010717283715812974
1965-06-04,1120.530029296875,1120.530029296875,1120.530029296875,1120.530029296875,0,-0.009537458459545789,-0.009583231286601157
1965-06-07,1114.52001953125,1114.52001953125,1114.52001953125,1114.52001953125,0,-0.005363541902929869,-0.00537797733363066
1965-06-08,1109.4200439453125,1109.4200439453125,1109.4200439453125,1109.4200439453125,0,-0.004575938966159154,-0.0045864406237459765
1965-06-09,1101.3499755859375,1101.3499755859375,1101.3499755859375,1101.3499755859375,0,-0.007274132465352134,-0.00730071796968969
1965-06-10,1090.3800048828125,1090.3800048828125,1090.3800048828125,1090.3800048828125,0,-0.009960476638943727,-0.010010414063461178
1965-06-11,1093.1400146484375,1093.1400146484375,1093.1400146484375,1093.1400146484375,0,0.0025312365902396827,0.00252803840667111
1965-06-14,1080.2900390625,1080.2900390625,1080.2900390625,1080.2900390625,0,-0.011755104939663363,-0.011824742454569116
1965-06-15,1069.0699462890625,1069.0699462890625,1069.0699462890625,1069.0699462890625,0,-0.010386185531410241,-0.01044049835235518
1965-06-16,1062.6800537109375,1062.6800537109375,1062.6800537109375,1062.6800537109375,0,-0.005977057535201946,-0.005994991641422995
1965-06-17,1055.5999755859375,1055.5999755859375,1055.5999755859375,1055.5999755859375,0,-0.00666247390291741,-0.006684767256601317
1965-06-18,1080.2099609375,1080.2099609375,1080.2099609375,1080.2099609375,0,0.02331374187262747,0.023046127997857595
1965-06-21,1075.5999755859375,1075.5999755859375,1075.5999755859375,1075.5999755859375,0,-0.0042676752837582654,-0.004276807802266113
1965-06-22,1104.030029296875,1104.030029296875,1104.030029296875,1104.030029296875,0,0.026431809553965513,0.026088525220560748
1965-06-23,1091.1700439453125,1091.1700439453125,1091.1700439453125,1091.1700439453125,0,-0.011648220619282168,-0.011716592600967243
1965-06-24,1090.6600341796875,1090.6600341796875,1090.6600341796875,1090.6600341796875,0,-0.0004673971471769178,-0.00046750641127132284
1965-06-25,1096.56005859375,1096.56005859375,1096.56005859375,1096.56005859375,0,0.00540959073328473,0.005395011452328424
1965-06-28,1072.4100341796875,1072.4100341796875,1072.4100341796875,1072.4100341796875,0,-0.022023439778604548,-0.022269576288322022
1965-06-29,1067.719970703125,1067.719970703125,1067.719970703125,1067.719970703125,0,-0.004373386416651748,-0.004382977645341261
1965-06-30,1060.1099853515625,1060.1099853515625,1060.1099853515625,1060.1099853515625,0,-0.007127323231156835,-0.007152843934543962
1965-07-01,1064.5899658203125,1064.5899658203125,1064.5899658203125,1064.5899658203125,0,0.0042259581842012395,0.004217053900187327
1965-07-02,1065.8900146484375,1065.8900146484375,1065.8900146484375,1065.8900146484375,0,0.0012211732872413616,0.0012204282616178684
1965-07-05,1049.0699462890625,1049.0699462890625,1049.0699462890625,1049.0699462890625,0,-0.01578030390398466,-0.01590613846030192
1965-07-06,1046.97998046875,1046.97998046875,1046.97998046875,1046.97998046875,0,-0.0019922082676235853,-0.001994195354079697
1965-07-07,1037.52001953125,1037.52001953125,1037.52001953125,1037.52001953125,0,-0.009035474520978526,-0.009076541984065222
1965-07-08,1038.449951171875,1038.449951171875,1038.449951171875,1038.449951171875,0,0.0008963023586234797,0.0008959009195204112
1965-07-09,1032.949951171875,1032.949951171875,1032.949951171875,1032.949951171875,0,-0.005296355393722529,-0.005310430804868098
1965-07-12,1020.489990234375,1020.489990234375,1020.489990234375,1020.489990234375,0,-0.012062502082859194,-0.01213584445281327
1965-07-13,1026.77001953125,1026.77001953125,1026.77001953125,1026.77001953125,0,0.006153935224227691,0.0061350770931205495
1965-07-14,1033.1400146484375,1033.1400146484375,1033.1400146484375,1033.1400146484375,0,0.006203916160403278,0.006184751097325591
1965-07-15,1024.6800537109375,1024.6800537109375,1024.6800537109375,1024.6800537109375,0,-0.00818859091463886,-0.008222301579916694
1965-07-16,1037.969970703125,1037.969970703125,1037.969970703125,1037.969970703125,0,0.012969821110557778,0.012886433224108193
1965-07-19,1037.52001953125,1037.52001953125,1037.52001953125,1037.52001953125,0,-0.00043349151186922175,-0.00043358549647665417
1965-07-21,1045.68994140625,1045.68994140625,1045.68994140625,1045.68994140625,0,0.007874471548694695,0.00784362970064415
1965-07-22,1036.0699462890625,1036.0699462890625,1036.0699462890625,1036.0699462890625,0,-0.009199663051411289,-0.009242241289690516
1965-07-23,1027.8499755859375,1027.8499755859375,1027.8499755859375,1027.8499755859375,0,-0.007933798999350206,-0.007965439044249985
1965-07-26,1034.3399658203125,1034.3399658203125,1034.3399658203125,1034.3399658203125,0,0.006314141546460039,0.006294290870889235
1965-07-27,1052.06005859375,1052.06005859375,1052.06005859375,1052.06005859375,0,0.017131787767075357,0.01698669349608424
1965-07-28,1066.18994140625,1066.18994140625,1066.18994140625,1066.18994140625,0,0.01343068078393439,0.01334128869901702
1965-07-29,1085.4100341796875,1085.4100341796875,1085.4100341796875,1085.4100341796875,0,0.018026893733481764,0.01786633598515411
1965-07-30,1097.199951171875,1097.199951171875,1097.199951171875,1097.199951171875,0,0.010862177998103517,0.010803608290691297
1965-08-02,1120.5899658203125,1120.5899658203125,1120.5899658203125,1120.5899658203125,0,0.021317914408814476,0.021093866238066094
1965-08-03,1111.68994140625,1111.68994140625,1111.68994140625,1111.68994140625,0,-0.00794226673942,-0.007973974539360577
1965-08-04,1135.31005859375,1135.31005859375,1135.31005859375,1135.31005859375,0,0.021247036882983128,0.02102446572689511
1965-08-05,1153.7099609375,1153.7099609375,1153.7099609375,1153.7099609375,0,0.016206940301877637,0.016077009815535982
1965-08-06,1145.8699951171875,1145.8699951171875,1145.8699951171875,1145.8699951171875,0,-0.006795439136142778,-0.006818633268599426
1965-08-09,1150.5699462890625,1150.5699462890625,1150.5699462890625,1150.5699462890625,0,0.004101644333041721,0.004093255520717291
1965-08-10,1133.0,1133.0,1133.0,1133.0,0,-0.015270645948758599,-0.015388443026211666
1965-08-11,1122.0899658203125,1122.0899658203125,1122.0899658203125,1122.0899658203125,0,-0.009629332903519416,-0.0096759947193212
1965-08-12,1130.3299560546875,1130.3299560546875,1130.3299560546875,1130.3299560546875,0,0.007343430995170763,0.00731659928359054
1965-08-13,1146.6600341796875,1146.6600341796875,1146.6600341796875,1146.6600341796875,0,0.014447178045248421,0.014343811944708984
1965-08-16,1158.3499755859375,1158.3499755859375,1158.3499755859375,1158.3499755859375,0,0.010194775310724769,0.010143159102907848
1965-08-17,1151.77001953125,1151.77001953125,1151.77001953125,1151.77001953125,0,-0.005680455987715716,-0.005696651137507381
1965-08-18,1157.02001953125,1157.02001953125,1157.02001953125,1157.02001953125,0,0.004558201647006488,0.00454784450724064
1965-08-19,1168.6199951171875,1168.6199951171875,1168.6199951171875,1168.6199951171875,0,0.010025734550934695,0.009975810281965368
1965-08-20,1165.81005859375,1165.81005859375,1165.81005859375,1165.81005859375,0,-0.0024044912248448735,-0.0024073866561607157
1965-08-23,1170.9200439453125,1170.9200439453125,1170.9200439453125,1170.9200439453125,0,0.004383205749422414,0.004373627481913372
1965-08-24,1183.3399658203125,1183.3399658203125,1183.3399658203125,1183.3399658203125,0,0.01060697691462531,0.010551117586874435
1965-08-25,1198.9100341796875,1198.9100341796875,1198.9100341796875,1198.9100341796875,0,0.013157730499351095,0.013071919462803049
1965-08-26,1198.3800048828125,1198.3800048828125,1198.3800048828125,1198.3800048828125,0,-0.000442092635614344,-0.00044219038737486013
1965-08-27,1214.949951171875,1214.949951171875,1214.949951171875,1214.949951171875,0,0.013826954907081301,0.013732234695438442
1965-08-30,1245.489990234375,1245.489990234375,1245.489990234375,1245.489990234375,0,0.02513687006863341,0.024826135450074206
1965-08-31,1255.5799560546875,1255.5799560546875,1255.5799560546875,1255.5799560546875,0,0.008101201855836404,0.008068563276072435
1965-09-01,1249.719970703125,1249.719970703125,1249.719970703125,1249.719970703125,0,-0.004667154268674256,-0.004678079439383344
1965-09-02,1240.0699462890625,1240.0699462890625,1240.0699462890625,1240.0699462890625,0,-0.007721749384090537,-0.00775171645602285
1965-09-03,1256.219970703125,1256.219970703125,1256.219970703125,1256.219970703125,0,0.013023478604889949,0.012939402297946939
1965-09-06,1235.780029296875,1235.780029296875,1235.780029296875,1235.780029296875,0,-0.016270989064764985,-0.016404815249179326
1965-09-07,1239.97998046875,1239.97998046875,1239.97998046875,1239.97998046875,0,0.003398623599917494,0.003392861330895221
1965-09-08,1260.02001953125,1260.02001953125,1260.02001953125,1260.02001953125,0,0.01616158274984758,0.016032374650679682
1965-09-09,1277.1500244140625,1277.1500244140625,1277.1500244140625,1277.1500244140625,0,0.013595025965686736,0.013503442717651526
1965-09-10,1273.22998046875,1273.22998046875,1273.22998046875,1273.22998046875,0,-0.003069368414341911,-0.0030740885866798575
1965-09-13,1250.2900390625,1250.2900390625,1250.2900390625,1250.2900390625,0,-0.018017123189170037,-0.018181407835879695
1965-09-14,1250.0999755859375,1250.0999755859375,1250.0999755859375,1250.0999755859375,0,-0.00015201550890142634,-0.00015202706442999416
1965-09-16,1242.949951171875,1242.949951171875,1242.949951171875,1242.949951171875,0,-0.005719562077993956,-0.005735981410703143
1965-09-17,1266.4000244140625,1266.4000244140625,1266.4000244140625,1266.4000244140625,0,0.018866466200089915,0.018690701688994234
1965-09-20,1271.760009765625,1271.760009765625,1271.760009765625,1271.760009765625,0,0.004232458345097223,0.004223526686322714
1965-09-21,1253.25,1253.25,1253.25,1253.25,0,-0.014554640516677542,-0.014661598387830491
1965-09-22,1252.1600341796875,1252.1600341796875,1252.1600341796875,1252.1600341796875,0,-0.0008697114065928657,-0.0008700898249840147
1965-09-24,1243.4000244140625,1243.4000244140625,1243.4000244140625,1243.4000244140625,0,-0.006995918673737167,-0.0070205048484694626
1965-09-27,1233.4100341796875,1233.4100341796875,1233.4100341796875,1233.4100341796875,0,-0.008034413735099166,-0.008066863564241052
1965-09-28,1251.8800048828125,1251.8800048828125,1251.8800048828125,1251.8800048828125,0,0.014974720645441364,0.0148637064155588
1965-09-29,1235.81005859375,1235.81005859375,1235.81005859375,1235.81005859375,0,-0.012836650658516469,-0.012919752389843803
1965-09-30,1223.739990234375,1223.739990234375,1223.739990234375,1223.739990234375,0,-0.009766928400882002,-0.009814937704124978
1965-10-01,1210.1099853515625,1210.1099853515625,1210.1099853515625,1210.1099853515625,0,-0.011137990906223472,-0.011200482782839626
1965-10-04,1204.47998046875,1204.47998046875,1204.47998046875,1204.47998046875,0,-0.004652473701534543,-0.004663330143267051
1965-10-05,1191.8900146484375,1191.8900146484375,1191.8900146484375,1191.8900146484375,0,-0.010452615256762332,-0.010507627523443914
1965-10-06,1201.9000244140625,1201.9000244140625,1201.9000244140625,1201.9000244140625,0,0.008398434119424758,0.008363363493675485
1965-10-07,1207.4599609375,1207.4599609375,1207.4599609375,1207.4599609375,0,0.004625955911888857,0.004615289061442552
1965-10-08,1198.1099853515625,1198.1099853515625,1198.1099853515625,1198.1099853515625,0,-0.00774350776706334,-0.007773644399639942
1965-10-12,1233.77001953125,1233.77001953125,1233.77001953125,1233.77001953125,0,0.029763573140761057,0.02932923525302177
1965-10-13,1258.3399658203125,1258.3399658203125,1258.3399658203125,1258.3399658203125,0,0.019914526937846455,0.019718826665246544
1965-10-14,1243.550048828125,1243.550048828125,1243.550048828125,1243.550048828125,0,-0.011753514466613879,-0.011823133064247355
1965-10-15,1253.8699951171875,1253.8699951171875,1253.8699951171875,1253.8699951171875,0,0.008298778403641682,0.008264532875727128
1965-10-18,1248.8399658203125,1248.8399658203125,1248.8399658203125,1248.8399658203125,0,-0.004011603528645602,-0.004019671594564352
1965-10-19,1253.3399658203125,1253.3399658203125,1253.3399658203125,1253.3399658203125,0,0.003603344001762654,0.0035968675111181622
1965-10-20,1242.77001953125,1242.77001953125,1242.77001953125,1242.77001953125,0,-0.008433423155180808,-0.008469185677171311
1965-10-21,1242.239990234375,1242.239990234375,1242.239990234375,1242.239990234375,0,-0.0004264902504446111,-0.0004265812232784105
1965-10-22,1240.8599853515625,1240.8599853515625,1240.8599853515625,1240.8599853515625,0,-0.0011109003845160004,-0.0011115178917165123
1965-10-25,1222.8299560546875,1222.8299560546875,1222.8299560546875,1222.8299560546875,0,-0.0145302689342236,-0.014636867152505286
1965-10-26,1234.739990234375,1234.739990234375,1234.739990234375,1234.739990234375,0,0.009739730467606345,0.009692605038392883
1965-10-27,1247.4200439453125,1247.4200439453125,1247.4200439453125,1247.4200439453125,0,0.010269412031054914,0.010217039868359366
1965-10-28,1250.3699951171875,1250.3699951171875,1250.3699951171875,1250.3699951171875,0,0.002364841888017999,0.0023620500500775615
1965-10-29,1250.6800537109375,1250.6800537109375,1250.6800537109375,1250.6800537109375,0,0.0002479734758198404,0.00024794273547923976
1965-11-01,1268.0,1268.0,1268.0,1268.0,0,0.013848422894146228,0.013753409669796527
1965-11-02,1264.5999755859375,1264.5999755859375,1264.5999755859375,1264.5999755859375,0,-0.0026814072666108135,-0.0026850086784173358
1965-11-04,1268.6400146484375,1268.6400146484375,1268.6400146484375,1268.6400146484375,0,0.003194717017630966,0.00318962475190245
1965-11-05,1262.800048828125,1262.800048828125,1262.800048828125,1262.800048828125,0,-0.004603327778472166,-0.004613955720265946
1965-11-08,1284.31005859375,1284.31005859375,1284.31005859375,1284.31005859375,0,0.017033583254598472,0.016890138403806904
1965-11-09,1295.4200439453125,1295.4200439453125,1295.4200439453125,1295.4200439453125,0,0.0086505476440224,0.00861334604560155
1965-11-10,1300.969970703125,1300.969970703125,1300.969970703125,1300.969970703125,0,0.004284268090301913,0.004275116742341943
1965-11-11,1304.9000244140625,1304.9000244140625,1304.9000244140625,1304.9000244140625,0,0.0030208642777616035,0.0030163106355877048
1965-11-12,1323.1099853515625,1323.1099853515625,1323.1099853515625,1323.1099853515625,0,0.013955062147904318,0.013858586778567678
1965-11-15,1304.219970703125,1304.219970703125,1304.219970703125,1304.219970703125,0,-0.014276979886459151,-0.014379876506606314
1965-11-16,1319.8699951171875,1319.8699951171875,1319.8699951171875,1319.8699951171875,0,0.011999528274072802,0.011928104732826033
1965-11-17,1313.81005859375,1313.81005859375,1313.81005859375,1313.81005859375,0,-0.004591313194372226,-0.0046018856461669325
1965-11-18,1340.469970703125,1340.469970703125,1340.469970703125,1340.469970703125,0,0.020292059674067886,0.020088919324497842
1965-11-19,1329.280029296875,1329.280029296875,1329.280029296875,1329.280029296875,0,-0.008347774773634353,-0.008382812573497371
1965-11-22,1343.6700439453125,1343.6700439453125,1343.6700439453125,1343.6700439453125,0,0.010825420025341925,0.010767244638066054
1965-11-24,1354.4200439453125,1354.4200439453125,1354.4200439453125,1354.4200439453125,0,0.008000476045767702,0.007968641916692044
1965-11-25,1325.56005859375,1325.56005859375,1325.56005859375,1325.56005859375,0,-0.021308002255707725,-0.021538294997101533
1965-11-26,1335.9300537109375,1335.9300537109375,1335.9300537109375,1335.9300537109375,0,0.007823104694470562,0.007792662874230647
1965-11-29,1359.81005859375,1359.81005859375,1359.81005859375,1359.81005859375,0,0.017875191007552305,0.01771730845839118
1965-11-30,1373.1600341796875,1373.1600341796875,1373.1600341796875,1373.1600341796875,0,0.009817529662740743,0.009769650831259247
1965-12-01,1377.6700439453125,1377.6700439453125,1377.6700439453125,1377.6700439453125,0,0.0032844021478670715,0.00327902028005839
1965-12-02,1409.0699462890625,1409.0699462890625,1409.0699462890625,1409.0699462890625,0,0.022792033899371456,0.022536175882244148
1965-12-03,1376.56005859375,1376.56005859375,1376.56005859375,1376.56005859375,0,-0.023071876439442085,-0.02334219816094411
